AdmitDate,Count
2022-07-30,224
2022-07-31,203
2022-08-01,763
2022-08-02,748
2022-08-03,737
2022-08-04,695
2022-08-05,704
2022-08-06,229
2022-08-07,187
2022-08-08,796
2022-08-09,755
2022-08-10,749
2022-08-11,749
2022-08-12,705
2022-08-13,216
2022-08-14,196
2022-08-15,744
2022-08-16,778
2022-08-17,772
2022-08-18,778
2022-08-19,697
2022-08-20,209
2022-08-21,203
2022-08-22,805
2022-08-23,738
2022-08-24,781
2022-08-25,743
2022-08-26,762
2022-08-27,206
2022-08-28,177
2022-08-29,763
2022-08-30,784
2022-08-31,793
2022-09-01,772
2022-09-02,742
2022-09-03,220
2022-09-04,215
2022-09-05,227
2022-09-06,776
2022-09-07,791
2022-09-08,803
2022-09-09,793
2022-09-10,214
2022-09-11,214
2022-09-12,779
2022-09-13,786
2022-09-14,768
2022-09-15,771
2022-09-16,779
2022-09-17,221
2022-09-18,201
2022-09-19,781
2022-09-20,792
2022-09-21,787
2022-09-22,772
2022-09-23,766
2022-09-24,199
2022-09-25,183
2022-09-26,813
2022-09-27,751
2022-09-28,767
2022-09-29,720
2022-09-30,748
2022-10-01,218
2022-10-02,210
2022-10-03,755
2022-10-04,752
2022-10-05,754
2022-10-06,689
2022-10-07,701
2022-10-08,239
2022-10-09,214
2022-10-10,771
2022-10-11,782
2022-10-12,753
2022-10-13,764
2022-10-14,775
2022-10-15,253
2022-10-16,222
2022-10-17,762
2022-10-18,743
2022-10-19,844
2022-10-20,775
2022-10-21,730
2022-10-22,233
2022-10-23,223
2022-10-24,770
2022-10-25,781
2022-10-26,772
2022-10-27,741
2022-10-28,766
2022-10-29,245
2022-10-30,208
2022-10-31,762
2022-11-01,792
2022-11-02,809
2022-11-03,833
2022-11-04,811
2022-11-05,260
2022-11-06,247
2022-11-07,863
2022-11-08,853
2022-11-09,877
2022-11-10,826
2022-11-11,804
2022-11-12,286
2022-11-13,227
2022-11-14,850
2022-11-15,752
2022-11-16,845
2022-11-17,816
2022-11-18,832
2022-11-19,245
2022-11-20,290
2022-11-21,895
2022-11-22,839
2022-11-23,880
2022-11-24,250
2022-11-25,350
2022-11-26,260
2022-11-27,245
2022-11-28,854
2022-11-29,825
2022-11-30,849
2022-12-01,868
2022-12-02,848
2022-12-03,280
2022-12-04,272
2022-12-05,850
2022-12-06,817
2022-12-07,868
2022-12-08,836
2022-12-09,835
2022-12-10,238
2022-12-11,247
2022-12-12,804
2022-12-13,845
2022-12-14,816
2022-12-15,779
2022-12-16,742
2022-12-17,261
2022-12-18,247
2022-12-19,833
2022-12-20,762
2022-12-21,756
2022-12-22,493
2022-12-23,610
2022-12-24,196
2022-12-25,199
2022-12-26,276
2022-12-27,755
2022-12-28,786
2022-12-29,723
2022-12-30,729
2022-12-31,252
2023-01-01,253
2023-01-02,316
2023-01-03,873
2023-01-04,884
2023-01-05,816
2023-01-06,926
2023-01-07,261
2023-01-08,264
2023-01-09,904
2023-01-10,897
2023-01-11,974
2023-01-12,837
2023-01-13,940
2023-01-14,274
2023-01-15,241
2023-01-16,982
2023-01-17,881
2023-01-18,915
2023-01-19,890
2023-01-20,891
2023-01-21,220
2023-01-22,241
2023-01-23,905
2023-01-24,821
2023-01-25,947
2023-01-26,856
2023-01-27,876
2023-01-28,254
2023-01-29,201
2023-01-30,836
2023-01-31,867
2023-02-01,934
2023-02-02,901
2023-02-03,941
2023-02-04,252
2023-02-05,249
2023-02-06,965
2023-02-07,920
2023-02-08,988
2023-02-09,882
2023-02-10,821
2023-02-11,203
2023-02-12,212
2023-02-13,932
2023-02-14,806
2023-02-15,915
2023-02-16,777
2023-02-17,882
2023-02-18,246
2023-02-19,250
2023-02-20,940
2023-02-21,883
2023-02-22,941
2023-02-23,901
2023-02-24,909
2023-02-25,257
2023-02-26,266
2023-02-27,913
2023-02-28,902
2023-03-01,941
2023-03-02,891
2023-03-03,883
2023-03-04,241
2023-03-05,258
2023-03-06,896
2023-03-07,851
2023-03-08,948
2023-03-09,875
2023-03-10,853
2023-03-11,234
2023-03-12,235
2023-03-13,833
2023-03-14,826
2023-03-15,893
2023-03-16,767
2023-03-17,788
2023-03-18,231
2023-03-19,261
2023-03-20,893
2023-03-21,898
2023-03-22,946
2023-03-23,897
2023-03-24,910
2023-03-25,240
2023-03-26,265
2023-03-27,918
2023-03-28,946
2023-03-29,940
2023-03-30,856
2023-03-31,914
2023-04-01,230
2023-04-02,228
2023-04-03,894
2023-04-04,909
2023-04-05,972
2023-04-06,889
2023-04-07,879
2023-04-08,262
2023-04-09,230
2023-04-10,926
2023-04-11,908
2023-04-12,952
2023-04-13,917
2023-04-14,925
2023-04-15,235
2023-04-16,225
2023-04-17,943
2023-04-18,931
2023-04-19,979
2023-04-20,933
2023-04-21,911
2023-04-22,263
2023-04-23,247
2023-04-24,929
2023-04-25,851
2023-04-26,947
2023-04-27,878
2023-04-28,868
2023-04-29,262
2023-04-30,266
2023-05-01,992
2023-05-02,906
2023-05-03,992
2023-05-04,914
2023-05-05,950
2023-05-06,247
2023-05-07,244
2023-05-08,967
2023-05-09,893
2023-05-10,893
2023-05-11,861
2023-05-12,935
2023-05-13,260
2023-05-14,260
2023-05-15,967
2023-05-16,923
2023-05-17,914
2023-05-18,928
2023-05-19,946
2023-05-20,279
2023-05-21,234
2023-05-22,915
2023-05-23,907
2023-05-24,968
2023-05-25,951
2023-05-26,913
2023-05-27,245
2023-05-28,258
2023-05-29,275
2023-05-30,922
2023-05-31,943
2023-06-01,974
2023-06-02,925
2023-06-03,226
2023-06-04,254
2023-06-05,942
2023-06-06,960
2023-06-07,954
2023-06-08,920
2023-06-09,949
2023-06-10,253
2023-06-11,232
2023-06-12,963
2023-06-13,947
2023-06-14,985
2023-06-15,929
2023-06-16,926
2023-06-17,234
2023-06-18,231
2023-06-19,893
2023-06-20,933
2023-06-21,980
2023-06-22,981
2023-06-23,926
2023-06-24,267
2023-06-25,257
2023-06-26,845
2023-06-27,992
2023-06-28,983
2023-06-29,913
2023-06-30,937
2023-07-01,240
2023-07-02,273
2023-07-03,777
2023-07-04,238
2023-07-05,968
2023-07-06,884
2023-07-07,961
2023-07-08,278
2023-07-09,225
2023-07-10,914
2023-07-11,946
2023-07-12,942
2023-07-13,942
2023-07-14,899
2023-07-15,242
2023-07-16,234
2023-07-17,921
2023-07-18,883
2023-07-19,955
2023-07-20,922
2023-07-21,938
2023-07-22,246
2023-07-23,215
2023-07-24,925
2023-07-25,970
2023-07-26,928
2023-07-27,891
2023-07-28,950
2023-07-29,235
2023-07-30,231
2023-07-31,930
2023-08-01,885
2023-08-02,946
2023-08-03,892
2023-08-04,870
2023-08-05,266
2023-08-06,258
2023-08-07,899
2023-08-08,910
2023-08-09,937
2023-08-10,930
2023-08-11,899
2023-08-12,234
2023-08-13,230
2023-08-14,948
2023-08-15,959
2023-08-16,916
2023-08-17,953
2023-08-18,953
2023-08-19,253
2023-08-20,234
2023-08-21,974
2023-08-22,958
2023-08-23,992
2023-08-24,972
2023-08-25,971
2023-08-26,267
2023-08-27,272
2023-08-28,1015
2023-08-29,896
2023-08-30,1053
2023-08-31,918
2023-09-01,1004
2023-09-02,240
2023-09-03,252
2023-09-04,292
2023-09-05,979
2023-09-06,1011
2023-09-07,955
2023-09-08,933
2023-09-09,254
2023-09-10,243
2023-09-11,971
2023-09-12,922
2023-09-13,986
2023-09-14,926
2023-09-15,953
2023-09-16,264
2023-09-17,227
2023-09-18,945
2023-09-19,924
2023-09-20,986
2023-09-21,939
2023-09-22,938
2023-09-23,268
2023-09-24,248
2023-09-25,951
2023-09-26,902
2023-09-27,946
2023-09-28,884
2023-09-29,937
2023-09-30,231
2023-10-01,221
2023-10-02,952
2023-10-03,952
2023-10-04,1018
2023-10-05,969
2023-10-06,854
2023-10-07,238
2023-10-08,251
2023-10-09,936
2023-10-10,930
2023-10-11,944
2023-10-12,916
2023-10-13,899
2023-10-14,230
2023-10-15,274
2023-10-16,977
2023-10-17,934
2023-10-18,927
2023-10-19,903
2023-10-20,846
2023-10-21,278
2023-10-22,275
2023-10-23,968
2023-10-24,968
2023-10-25,1007
2023-10-26,910
2023-10-27,938
2023-10-28,218
2023-10-29,247
2023-10-30,962
2023-10-31,917
2023-11-01,974
2023-11-02,925
2023-11-03,959
2023-11-04,232
2023-11-05,275
2023-11-06,981
2023-11-07,932
2023-11-08,1007
2023-11-09,892
2023-11-10,873
2023-11-11,251
2023-11-12,229
2023-11-13,1042
2023-11-14,1010
2023-11-15,1016
2023-11-16,998
2023-11-17,968
2023-11-18,328
2023-11-19,273
2023-11-20,998
2023-11-21,1015
2023-11-22,936
2023-11-23,239
2023-11-24,429
2023-11-25,290
2023-11-26,275
2023-11-27,973
2023-11-28,954
2023-11-29,1003
2023-11-30,949
2023-12-01,917
2023-12-02,256
2023-12-03,278
2023-12-04,1039
2023-12-05,992
2023-12-06,950
2023-12-07,890
2023-12-08,944
2023-12-09,252
2023-12-10,302
2023-12-11,987
2023-12-12,985
2023-12-13,1002
2023-12-14,1012
2023-12-15,974
2023-12-16,253
2023-12-17,302
2023-12-18,951
2023-12-19,935
2023-12-20,1019
2023-12-21,922
2023-12-22,920
2023-12-23,295
2023-12-24,274
2023-12-25,243
2023-12-26,788
2023-12-27,983
2023-12-28,958
2023-12-29,953
2023-12-30,287
2023-12-31,266
2024-01-01,275
2024-01-02,879
2024-01-03,987
2024-01-04,937
2024-01-05,928
2024-01-06,264
2024-01-07,289
2024-01-08,852
2024-01-09,656
2024-01-10,940
2024-01-11,921
2024-01-12,819
2024-01-13,221
2024-01-14,251
2024-01-15,822
2024-01-16,862
2024-01-17,972
2024-01-18,897
2024-01-19,867
2024-01-20,249
2024-01-21,248
2024-01-22,892
2024-01-23,925
2024-01-24,941
2024-01-25,947
2024-01-26,956
2024-01-27,255
2024-01-28,252
2024-01-29,968
2024-01-30,922
2024-01-31,991
2024-02-01,958
2024-02-02,926
2024-02-03,277
2024-02-04,307
2024-02-05,939
2024-02-06,945
2024-02-07,989
2024-02-08,900
2024-02-09,997
2024-02-10,268
2024-02-11,249
2024-02-12,962
2024-02-13,965
2024-02-14,961
2024-02-15,943
2024-02-16,942
2024-02-17,272
2024-02-18,287
2024-02-19,1000
2024-02-20,957
2024-02-21,1025
2024-02-22,948
2024-02-23,1016
2024-02-24,279
2024-02-25,316
2024-02-26,1024
2024-02-27,937
2024-02-28,965
2024-02-29,926
2024-03-01,896
2024-03-02,257
2024-03-03,289
2024-03-04,955
2024-03-05,961
2024-03-06,1017
2024-03-07,972
2024-03-08,948
2024-03-09,267
2024-03-10,269
2024-03-11,996
2024-03-12,918
2024-03-13,981
2024-03-14,910
2024-03-15,946
2024-03-16,263
2024-03-17,279
2024-03-18,997
2024-03-19,1036
2024-03-20,1085
2024-03-21,1010
2024-03-22,960
2024-03-23,248
2024-03-24,259
2024-03-25,1013
2024-03-26,1024
2024-03-27,1044
2024-03-28,994
2024-03-29,991
2024-03-30,256
2024-03-31,244
2024-04-01,990
2024-04-02,927
2024-04-03,1012
2024-04-04,967
2024-04-05,974
2024-04-06,256
2024-04-07,237
2024-04-08,943
2024-04-09,961
2024-04-10,1036
2024-04-11,950
2024-04-12,954
2024-04-13,269
2024-04-14,263
2024-04-15,976
2024-04-16,975
2024-04-17,1050
2024-04-18,976
2024-04-19,949
2024-04-20,260
2024-04-21,264
2024-04-22,1037
2024-04-23,1050
2024-04-24,1049
2024-04-25,992
2024-04-26,1026
2024-04-27,225
2024-04-28,296
2024-04-29,1003
2024-04-30,978
2024-05-01,1064
2024-05-02,936
2024-05-03,1002
2024-05-04,245
2024-05-05,278
2024-05-06,1007
2024-05-07,1009
2024-05-08,996
2024-05-09,975
2024-05-10,997
2024-05-11,249
2024-05-12,233
2024-05-13,1022
2024-05-14,1004
2024-05-15,1023
2024-05-16,995
2024-05-17,1033
2024-05-18,266
2024-05-19,272
2024-05-20,1050
2024-05-21,950
2024-05-22,1009
2024-05-23,1023
2024-05-24,904
2024-05-25,287
2024-05-26,269
2024-05-27,270
2024-05-28,966
2024-05-29,988
2024-05-30,927
2024-05-31,938
2024-06-01,275
2024-06-02,281
2024-06-03,1007
2024-06-04,949
2024-06-05,980
2024-06-06,988
2024-06-07,990
2024-06-08,268
2024-06-09,300
2024-06-10,1010
2024-06-11,961
2024-06-12,1023
2024-06-13,924
2024-06-14,920
2024-06-15,253
2024-06-16,256
2024-06-17,902
2024-06-18,962
2024-06-19,959
2024-06-20,970
2024-06-21,939
2024-06-22,261
2024-06-23,264
2024-06-24,877
2024-06-25,894
2024-06-26,926
2024-06-27,985
2024-06-28,879
2024-06-29,270
2024-06-30,314
2024-07-01,967
2024-07-02,968
2024-07-03,914
2024-07-04,205
2024-07-05,833
2024-07-06,294
2024-07-07,276
2024-07-08,917
2024-07-09,937
2024-07-10,935
2024-07-11,922
2024-07-12,982
2024-07-13,285
2024-07-14,258
2024-07-15,929
2024-07-16,923
2024-07-17,1020
2024-07-18,995
2024-07-19,1021
2024-07-20,276
2024-07-21,262
2024-07-22,945
2024-07-23,912
2024-07-24,1011
2024-07-25,976
2024-07-26,900
2024-07-27,298
2024-07-28,289
2024-07-29,989
2024-07-30,938
2024-07-31,965
2024-08-01,911
2024-08-02,842
2024-08-03,299
2024-08-04,291
2024-08-05,970
2024-08-06,944
2024-08-07,901
2024-08-08,912
2024-08-09,944
2024-08-10,266
2024-08-11,285
2024-08-12,991
2024-08-13,914
2024-08-14,991
2024-08-15,941
2024-08-16,966
2024-08-17,264
2024-08-18,289
2024-08-19,960
2024-08-20,996
2024-08-21,1004
2024-08-22,1007
2024-08-23,974
2024-08-24,290
2024-08-25,278
2024-08-26,1012
2024-08-27,1003
2024-08-28,999
2024-08-29,1056
2024-08-30,976
2024-08-31,279
2024-09-01,278
2024-09-02,266
2024-09-03,1089
2024-09-04,1087
2024-09-05,1034
2024-09-06,973
2024-09-07,301
2024-09-08,293
2024-09-09,951
2024-09-10,1032
2024-09-11,990
2024-09-12,1012
2024-09-13,945
2024-09-14,290
2024-09-15,273
2024-09-16,1031
2024-09-17,1087
2024-09-18,1066
2024-09-19,1079
2024-09-20,1034
2024-09-21,274
2024-09-22,254
2024-09-23,1089
2024-09-24,1102
2024-09-25,1053
2024-09-26,1064
2024-09-27,1067
2024-09-28,286
2024-09-29,270
2024-09-30,1072
2024-10-01,1053
2024-10-02,1059
2024-10-03,1036
2024-10-04,1039
2024-10-05,311
2024-10-06,292
2024-10-07,1085
2024-10-08,1063
2024-10-09,1093
2024-10-10,1097
2024-10-11,931
2024-10-12,288
2024-10-13,272
2024-10-14,968
2024-10-15,1014
2024-10-16,1053
2024-10-17,1058
2024-10-18,1050
2024-10-19,311
2024-10-20,267
2024-10-21,1036
2024-10-22,1082
2024-10-23,1029
2024-10-24,1052
2024-10-25,1034
2024-10-26,319
2024-10-27,268
2024-10-28,992
2024-10-29,1020
2024-10-30,998
2024-10-31,945
2024-11-01,982
2024-11-02,259
2024-11-03,289
2024-11-04,1042
2024-11-05,978
2024-11-06,983
2024-11-07,1028
2024-11-08,971
2024-11-09,313
2024-11-10,285
2024-11-11,1014
2024-11-12,981
2024-11-13,1062
2024-11-14,1076
2024-11-15,1007
2024-11-16,267
2024-11-17,262
2024-11-18,1036
2024-11-19,1086
2024-11-20,1104
2024-11-21,1027
2024-11-22,1052
2024-11-23,326
2024-11-24,314
2024-11-25,1022
2024-11-26,1013
2024-11-27,1026
2024-11-28,211
2024-11-29,392
2024-11-30,247
2024-12-01,260
2024-12-02,1035
2024-12-03,1067
2024-12-04,1097
2024-12-05,1050
2024-12-06,1030
2024-12-07,267
2024-12-08,282
2024-12-09,1027
2024-12-10,1040
2024-12-11,1051
2024-12-12,1044
2024-12-13,943
2024-12-14,254
2024-12-15,245
2024-12-16,1101
2024-12-17,1104
2024-12-18,1060
2024-12-19,1024
2024-12-20,974
2024-12-21,308
2024-12-22,316
2024-12-23,1034
2024-12-24,657
2024-12-25,262
2024-12-26,907
2024-12-27,1007
2024-12-28,320
2024-12-29,321
2024-12-30,1089
2024-12-31,1015
2025-01-01,287
2025-01-02,976
2025-01-03,1021
2025-01-04,280
2025-01-05,103
2025-01-06,469
2025-01-07,739
2025-01-08,880
2025-01-09,943
2025-01-10,934
2025-01-11,260
2025-01-12,248
2025-01-13,1002
2025-01-14,1002
2025-01-15,1057
2025-01-16,964
2025-01-17,996
2025-01-18,261
2025-01-19,249
2025-01-20,968
2025-01-21,981
2025-01-22,996
2025-01-23,984
2025-01-24,994
2025-01-25,288
2025-01-26,255
2025-01-27,1017
2025-01-28,979
2025-01-29,1018
2025-01-30,1051
2025-01-31,1020
2025-02-01,309
2025-02-02,290
2025-02-03,1029
2025-02-04,1039
2025-02-05,1022
2025-02-06,1010
2025-02-07,1039
2025-02-08,300
2025-02-09,286
2025-02-10,1045
2025-02-11,1049
2025-02-12,693
2025-02-13,945
2025-02-14,1015
2025-02-15,347
2025-02-16,296
2025-02-17,1032
2025-02-18,759
2025-02-19,850
2025-02-20,927
2025-02-21,1029
2025-02-22,304
2025-02-23,297
2025-02-24,1049
2025-02-25,1051
2025-02-26,1085
2025-02-27,1077
2025-02-28,991
2025-03-01,273
2025-03-02,285
2025-03-03,1029
2025-03-04,997
2025-03-05,985
2025-03-06,994
2025-03-07,1018
2025-03-08,298
2025-03-09,267
2025-03-10,1077
2025-03-11,1086
2025-03-12,1126
2025-03-13,1054
2025-03-14,1041
2025-03-15,273
2025-03-16,314
2025-03-17,995
2025-03-18,980
2025-03-19,935
2025-03-20,932
2025-03-21,946
2025-03-22,310
2025-03-23,262
2025-03-24,1049
2025-03-25,1008
2025-03-26,1065
2025-03-27,991
2025-03-28,944
2025-03-29,283
2025-03-30,271
2025-03-31,1001
2025-04-01,986
2025-04-02,1045
2025-04-03,998
2025-04-04,961
2025-04-05,275
2025-04-06,279
2025-04-07,989
2025-04-08,998
2025-04-09,1079
2025-04-10,993
2025-04-11,1004
2025-04-12,302
2025-04-13,280
2025-04-14,1010
2025-04-15,1002
2025-04-16,983
2025-04-17,992
2025-04-18,964
2025-04-19,294
2025-04-20,244
2025-04-21,1051
2025-04-22,1040
2025-04-23,1065
2025-04-24,1013
2025-04-25,1013
2025-04-26,289
2025-04-27,278
2025-04-28,1074
2025-04-29,995
2025-04-30,1060
2025-05-01,970
2025-05-02,979
2025-05-03,275
2025-05-04,247
2025-05-05,1032
2025-05-06,1019
2025-05-07,1016
2025-05-08,960
2025-05-09,939
2025-05-10,282
2025-05-11,242
2025-05-12,1026
2025-05-13,1007
2025-05-14,1009
2025-05-15,985
2025-05-16,941
2025-05-17,264
2025-05-18,255
2025-05-19,1025
2025-05-20,1005
2025-05-21,1049
2025-05-22,1008
2025-05-23,950
2025-05-24,292
2025-05-25,250
2025-05-26,248
2025-05-27,1049
2025-05-28,995
2025-05-29,1000
2025-05-30,1055
2025-05-31,268
2025-06-01,277
2025-06-02,1080
2025-06-03,966
2025-06-04,1043
2025-06-05,1030
2025-06-06,1073
2025-06-07,217
2025-06-08,284
2025-06-09,1051
2025-06-10,977
2025-06-11,1027
2025-06-12,988
2025-06-13,1030
2025-06-14,296
2025-06-15,241
2025-06-16,1008
2025-06-17,999
2025-06-18,1085
2025-06-19,1001
2025-06-20,861
2025-06-21,265
2025-06-22,266
2025-06-23,945
2025-06-24,992
2025-06-25,1067
2025-06-26,1029
2025-06-27,1000
2025-06-28,261
2025-06-29,250
2025-06-30,1045
2025-07-01,1045
2025-07-02,1087
2025-07-03,945
2025-07-04,236
2025-07-05,263
2025-07-06,303
2025-07-07,1116
2025-07-08,947
2025-07-09,1062
2025-07-10,1007
2025-07-11,991
2025-07-12,266
2025-07-13,274
2025-07-14,1052
2025-07-15,1018
2025-07-16,1079
2025-07-17,963
2025-07-18,942
2025-07-19,272
2025-07-20,237
2025-07-21,1042
2025-07-22,990
2025-07-23,1033
2025-07-24,958
2025-07-25,944
2025-07-26,277
2025-07-27,248
2025-07-28,1074
2025-07-29,988
2025-07-30,991
2025-07-31,922
2025-08-01,981
2025-08-02,268
2025-08-03,244
2025-08-04,1067
2025-08-05,973
2025-08-06,1024
2025-08-07,928
2025-08-08,1031
2025-08-09,274
2025-08-10,236
2025-08-11,1048
2025-08-12,997
2025-08-13,1046
2025-08-14,946
2025-08-15,1039
2025-08-16,271
2025-08-17,316
2025-08-18,1032
2025-08-19,1031
2025-08-20,1014
2025-08-21,1045
2025-08-22,986
2025-08-23,303
2025-08-24,273
2025-08-25,1048
2025-08-26,970
2025-08-27,973
2025-08-28,991
2025-08-29,1008
2025-08-30,315
2025-08-31,271
2025-09-01,280
2025-09-02,998
2025-09-03,1113
2025-09-04,1005
2025-09-05,993
2025-09-06,270
2025-09-07,242
2025-09-08,1099
2025-09-09,1006
2025-09-10,1098
2025-09-11,1079
2025-09-12,1047
2025-09-13,262
2025-09-14,267
2025-09-15,1084
2025-09-16,1057
2025-09-17,1061
2025-09-18,1031
2025-09-19,989
2025-09-20,262
2025-09-21,254
2025-09-22,1113
2025-09-23,1114
2025-09-24,1074
2025-09-25,962
2025-09-26,977
2025-09-27,256
2025-09-28,266
2025-09-29,1054
2025-09-30,1087
2025-10-01,1095
2025-10-02,1064
2025-10-03,972
2025-10-04,249
2025-10-05,261
2025-10-06,1107
2025-10-07,1065
2025-10-08,1059
2025-10-09,1075
2025-10-10,965
2025-10-11,260
2025-10-12,249
2025-10-13,1100
2025-10-14,1050
2025-10-15,1117
2025-10-16,1031
2025-10-17,1014
2025-10-18,256
2025-10-19,246
2025-10-20,1073
2025-10-21,1083
2025-10-22,1095
2025-10-23,1060
2025-10-24,1028
2025-10-25,288
2025-10-26,275
2025-10-27,1060
2025-10-28,988
2025-10-29,1100
2025-10-30,1057
2025-10-31,926
2025-11-01,253
2025-11-02,287
2025-11-03,1121
2025-11-04,1007
2025-11-05,1149
2025-11-06,1055
2025-11-07,1083
2025-11-08,278
2025-11-09,235
2025-11-10,1071
2025-11-11,1036
2025-11-12,1150
2025-11-13,1058
2025-11-14,1101
2025-11-15,312
2025-11-16,279
2025-11-17,1105
2025-11-18,1055
2025-11-19,1095
2025-11-20,1077
2025-11-21,1071
2025-11-22,289
2025-11-23,287
2025-11-24,1088
2025-11-25,1050
2025-11-26,1023
2025-11-27,209
2025-11-28,420
2025-11-29,256
2025-11-30,259
2025-12-01,968
2025-12-02,1056
2025-12-03,1027
2025-12-04,1064
2025-12-05,935
2025-12-06,295
2025-12-07,280
2025-12-08,1105
2025-12-09,1035
2025-12-10,1080
2025-12-11,1061
2025-12-12,1053
2025-12-13,269
2025-12-14,217
2025-12-15,1091
2025-12-16,1035
2025-12-17,1077
2025-12-18,991
2025-12-19,1045
2025-12-20,282
2025-12-21,290
2025-12-22,1072
2025-12-23,1008
2025-12-24,701
2025-12-25,215
2025-12-26,739
2025-12-27,294
2025-12-28,281
2025-12-29,1074
2025-12-30,1057
2025-12-31,1004
